nama_gambar,teks_deskripsi
Dark/dark (285).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (286).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (287).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (288).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (289).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (29).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (290).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (291).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (292).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (293).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (294).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (295).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (296).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (297).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (298).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (299).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (3).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (30).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (300).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (31).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (32).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (33).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (34).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (35).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (36).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (37).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (38).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (39).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (4).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (40).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (41).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (42).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (43).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (44).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (45).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (46).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (47).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (48).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (49).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (5).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (50).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (51).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (52).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (53).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (54).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (55).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (56).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (57).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (58).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (59).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (6).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (60).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (61).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (62).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (63).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (64).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (65).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (66).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (67).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (68).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (69).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (7).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (70).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (71).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (72).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (73).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (74).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (75).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (76).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (77).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (78).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (79).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (8).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (80).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (81).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (82).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (83).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (84).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (85).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (86).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (87).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (88).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (89).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (9).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (90).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (91).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (92).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (93).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (94).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Dark/dark (95).png,<start> Hasil sangrai maksimal menghasilkan biji berwarna gelap pekat dengan kandungan minyak yang keluar ke permukaan. <end>
Dark/dark (96).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (97).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (98).png,<start> Kondisi fisik kopi dark roast dengan warna cokelat tua kehitaman serta tekstur luar yang berminyak. <end>
Dark/dark (99).png,<start> Biji kopi ini menunjukkan tingkat sangrai gelap dengan warna pekat dan permukaan yang memantulkan cahaya. <end>
Green/green (1).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (10).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (100).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (101).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (102).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (103).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (104).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (105).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (106).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (107).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (108).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (109).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (11).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (110).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (111).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (112).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (113).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (114).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (115).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (116).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (117).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (118).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (119).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (12).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (120).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (121).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (122).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (123).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (124).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (125).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (126).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (127).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (128).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (129).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (13).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (130).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (131).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (132).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (133).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (134).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (135).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (136).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (137).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (138).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (139).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (14).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (140).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (141).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (142).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (143).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (144).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (145).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (146).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (147).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (148).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (149).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (15).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (150).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (151).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (152).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (153).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (154).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (155).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (156).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (157).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (158).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (159).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (16).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (160).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (161).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (162).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (163).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (164).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (165).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (166).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (167).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (168).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (169).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (17).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (170).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (171).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (172).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (173).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (174).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (175).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (176).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (177).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (178).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (179).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (18).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (180).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (181).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (182).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (183).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (184).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (185).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (186).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (187).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (188).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (189).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (19).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (190).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (191).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (192).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (193).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (194).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (195).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (196).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (197).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (198).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (199).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (2).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (20).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (200).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (201).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (202).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (203).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (204).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (205).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (206).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (207).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (208).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (209).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (21).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (210).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (211).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (212).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (213).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (214).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (215).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
